key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id,size
rayyan-866146522,Effectiveness of an Inactivated Covid-19 Vaccine with Homologous and Heterologous Boosters against the Omicron (B.1.1.529) Variant,2022,,,medRxiv,,,,,"Ranzani, O.T. and Hitchings, M.D.T. and de Melo, R.L. and de França, G.V.A. and Fernandes, C.D.F.R. and Lind, M.L. and Scaramuzzini, M.S. and Tsuha, D.H. and David, L.C.S. and Said, R.F.C. and Almiron, M. and de Oliveira, R.D. and Cummings, D.A.T. and Dean, N.E. and Andrews, J.R. and Ko, A.I. and Croda, J.",https://www-nature-com.proxy.lib.umich.edu/articles/s41467-022-33169-0,,,,"Background Large outbreaks of the SARS-CoV-2 Omicron (B.1.1.529) variant have occurred in countries with high coverage of inactivated Covid-19 vaccines, raising urgent questions about effectiveness of these vaccines against disease and hospitalization with Omicron. Methods We conducted a nationwide, test-negative, case-control study of adults who were tested for SARS-CoV-2 infection. We evaluated vaccine effectiveness against symptomatic Covid-19 and severe Covid-19 (hospital admission or deaths) for the primary series of CoronaVac and homologous and heterologous (BNT162b2) booster doses. Findings Between September 6, 2021, and March 10, 2022, a total of 1,339,986 cases were matched to 1,339,986 test-negative controls. In the period of Omicron predominance, vaccine effectiveness ≥180 days after the second CoronaVac dose was 8·1% (95% CI, 7·0 to 9·1) and 57·0% (95% CI, 53·5 to 60·2) against symptomatic and severe Covid-19, respectively. Vaccine effectiveness against symptomatic disease was 15·0% (95% CI, 12·0 to 18·0) and 56·8% (95% CI, 56·3 to 57·4) in the period 8-59 days after receiving a homologous and heterologous booster, respectively. During the same interval, vaccine effectiveness against severe Covid-19 was 71·3% (95% CI, 60·3 to 79·2) and 85·5% (95% CI, 83·3 to 87·0) after receiving a homologous and heterologous booster, respectively. Whereas waning of vaccine effectiveness against symptomatic Covid-19 was observed ≥90 days after a homologous and heterologous booster, waning against severe Covid-19 was only observed after a homologous booster. Interpretation A homologous CoronaVac booster dose provided limited additional protection, while a BNT162b2 booster dose afforded sustained protection against severe disease for at least three months.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1101/2022.03.30.22273193,coronavirus disease 2019;human;nonhuman;adult;controlled study;coronavac;drug therapy;SARS-CoV-2 Omicron;tozinameran;female;major clinical study;male;comparative effectiveness;case control study;multicenter study;Brazil;hospital admission;Vaccination;Vaccines,,,3320429
rayyan-866146523,Nationwide Effectiveness of First and Second SARS-CoV2 Booster Vaccines during the Delta and Omicron Pandemic Waves in Hungary (HUN-VE 2 Study),2022,,,medRxiv,,,,,"Kiss, Z. and Wittmann, I. and Polivka, L. and Surján, G. and Surján, O. and Barcza, Z. and Molnár, G.A. and Nagy, D. and Müller, V. and Bogos, K. and Nagy, P. and Kenessey, I. and Wéber, A. and Pálosi, M. and Szlávik, J. and Schaff, Z. and Szekanecz, Z. and Müller, C. and Kásler, M. and Vokó, Z.",https://www-frontiersin-org.proxy.lib.umich.edu/articles/10.3389/fimmu.2022.905585/full?fbclid=IwAR0Js5b4NbP4hlhmukMPEl_-cmGVDMZ5TeQCRgvrHDclMCr7nZjDdYSWLfU,,,,"Background: In Hungary, the pandemic waves in late 2021 and early 2022 were dominated by the Delta and Omicron SARS-CoV-2 variants, respectively. Booster vaccines were offered with one or two doses for the vulnerable population during these periods. Methods and Findings: The nationwide HUN-VE 2 study examined the effectiveness of primary immunization, single booster, and double booster vaccination in the prevention of Covid-19 related mortality during the Delta and Omicron waves, compared to an unvaccinated control population without prior SARS-CoV-2 infection during the same study periods. The risk of Covid-19 related death was 55% lower during the Omicron vs. Delta wave in the whole study population (n=9,569,648 and n=9,581,927, respectively; rate ratio [RR]: 0.45, 95% confidence interval [CI]: 0.44–0.48). During the Delta wave, the risk of Covid-19 related death was 74% lower in the primary immunized population (RR: 0.26; 95% CI: 0.25–0.28) and 96% lower in the booster immunized population (RR: 0.04; 95% CI: 0.04–0.05), vs. the unvaccinated control group. During the Omicron wave, the risk of Covid-19 related death was 40% lower in the primary immunized population (RR: 0.60; 95% CI: 0.55–0.65) and 82% lower in the booster immunized population (RR: 0.18; 95% CI: 0.16–0.2) vs. the unvaccinated control group. The double booster immunized population had a 93% lower risk of Covid-19 related death compared to those with only one booster dose (RR: 0.07; 95% CI. 0.01–0.46). The benefit of the second booster was slightly more pronounced in older age groups. Conclusions: The HUN-VE 2 study demonstrated the significantly lower risk of Covid-19 related mortality associated with the Omicron vs. Delta variant and confirmed the benefit of single and double booster vaccination against Covid-19 related death. Furthermore, the results showed the additional benefit of a second booster dose in terms of SARS-CoV-2 infection and Covid-19 related mortality.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1101/2022.03.27.22273000,vaccine;coronavirus disease 2019;human;nonhuman;revaccination;vulnerable population;controlled study;SARS-CoV-2 Omicron;Severe acute respiratory syndrome coronavirus 2;aged;major clinical study;SARS-CoV-2 Delta;pandemic;immunization;delta rhythm;groups by age;Hungary;mortality;multicenter study;prevention;Vaccination,,,8244440
rayyan-866146525,Relative effectiveness of booster vs. 2-dose mRNA Covid-19 vaccination in the Veterans Health Administration: Self-controlled risk interval analysis,2022,,,medRxiv,,,,,"Korves, C. and Izurieta, H.S. and Smith, J. and Zwain, G.M. and Powell, E.I. and Balajee, A. and Ryder, K. and Young-Xu, Y.",https://www-sciencedirect-com.proxy.lib.umich.edu/science/article/pii/S0264410X22008167,,,,"Importance: Previous studies have analyzed effectiveness of booster mRNA Covid-19 vaccination and compared it with 2-dose primary series for both Delta and Omicron variants. Observational studies that estimate effectiveness by comparing outcomes among vaccinated and unvaccinated individuals may suffer from residual confounding and exposure misclassification. Objective: To estimate relative effectiveness of booster vaccination versus the 2-dose primary series with self-controlled study design Design, Setting and Participants: We used the Veterans Health Administration (VHA) Corporate Data Warehouse to identify U.S. Veterans enrolled in care ≥2 years who received the 2-dose primary mRNA Covid-19 vaccine series and a mRNA Covid-19 booster following expanded recommendation for booster vaccination, and who had a positive SARS-CoV-2 test during the Delta (9/23/2021-11/30/2021) or Omicron (1/1/22-3/1/22) predominant period. Among them, we conducted a self-controlled risk interval (SCRI) analysis to compare odds of SARS-CoV-2 infection during a booster exposure interval versus a control interval. Exposures: control interval (days 4-6 post-booster vaccination, presumably prior to gain of booster immunity), and booster exposure interval (days 14-16 post-booster vaccination, presumably following gain of booster immunity) Outcomes and Measures: Positive PCR or antigen SARS-CoV-2 test. Separately for Delta and Omicron periods, we used conditional logistic regression to calculate odds ratios (OR) of a positive test for the booster versus control interval and calculated relative effectiveness of booster versus 2-dose primary series as (1-OR)*100. The SCRI approach implicitly controlled for time-fixed confounders. Results: We found 42 individuals with a positive SARS-CoV-2 test in the control interval and 14 in the booster exposure interval during Delta period, and 137 and 66, respectively, in Omicron period. For the booster versus 2-dose primary series, the odds of infection were 70% (95%CI: 42%, 84%) lower during the Delta period and 56% (95%CI: 38%, 67%) lower during Omicron. Results were similar for ages <65 and ≥65 years in the Omicron period. In sensitivity analyses among those with prior Covid-19 history, and age stratification, ORs were similar to the main analysis. Conclusions: Booster vaccination was more effective relative to a 2-dose primary series, the relative effectiveness was consistent across age groups and was higher during the Delta predominant period than during the Omicron period.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1101/2022.03.17.22272555,"SARS-CoV-2 vaccine;coronavirus disease 2019;human;revaccination;adult;controlled study;messenger RNA;vaccination;sensitivity analysis;female;male;clinical article;groups by age;immunity;antigen;confounding variable;COVID-19 testing;data warehouse;observational study;risk assessment;veteran;veterans health;Vaccination;RNA, Messenger;Vaccines",,,2651113
rayyan-866146526,Boosters protect against SARS-CoV-2 infections in young adults during an Omicron-predominant period,2022,,,medRxiv,,,,,"Wan, J. and Cazer, C.L. and Clarkberg, M.E. and Henderson, S.G. and Lee, S.E. and Meredith, G. and Osman, M. and Shmoys, D.B. and Frazier, P.I.",https://www-academia-edu.proxy.lib.umich.edu/download/84755035/2022.03.08.22272056.full.pdf,,,,"Background: While booster vaccinations clearly reduce the risk of severe COVID-19 and death, the impact of boosters on SARS-CoV-2 infection has not been fully characterized: doing so requires understanding their impact on asymptomatic and mildly symptomatic infections that often go unreported but nevertheless play an important role in spreading SARS-CoV-2. We sought to estimate the impact of COVID-19 booster doses on SARS-CoV-2 infection in a vaccinated and actively surveilled population of young adults during an Omicron-predominant period. Methods and Findings: We implemented a cohort study of young adults in a college environment (Cornell University’s Ithaca campus) from December 5, 2021 through December 31, 2021 when Omicron was deemed the predominant SARS-CoV-2 variant on campus. Participants included 15,102 university students fully vaccinated with an FDA-authorized or approved vaccination (BNT162b2, mRNA-1273, or Ad26.COV2.S) who were enrolled in mandatory at-least-weekly surveillance PCR testing, and having no positive SARS-CoV-2 PCR test within 90 days before the start of the study period. Multivariable logistic regression considering those with full vaccination (a 2-dose series of BNT162b2 or mRNA-1273, or 1 dose of Ad26.COV2.S) with a booster dose versus those without a booster dose. 1,870 SARS-CoV-2 infections were identified in the study population. Controlling for gender, student group membership, full vaccination date and initial vaccine type, our analysis estimates that receiving a booster dose reduces the odds of having a PCR-detected SARS-CoV-2 infection relative to full vaccination by 52% (95% confidence interval [37%, 64%]). This result is robust to the choice of the delay over which a booster dose becomes effective (varied from 1 day to 14 days). Conclusions: Boosters are effective, relative to full vaccination, in reducing the odds of SARS-CoV-2 infections in a college student population during a period when Omicron was predominant. Therefore, booster vaccinations for this age group can play an important role in reducing community and institutional transmission.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1101/2022.03.08.22272056,coronavirus disease 2019;human;nonhuman;revaccination;adult;controlled study;drug therapy;elasomeran;Severe acute respiratory syndrome coronavirus 2;tozinameran;vaccination;sensitivity analysis;female;gender;major clinical study;male;cohort analysis;ad26.cov2.s vaccine;groups by age;young adult;college student;university student,,,15102
rayyan-866146530,Booster protection against Omicron infection in a highly vaccinated cohort,2022,,,medRxiv,,,,,"Tai, C.G. and Maragakis, L.L. and Connolly, S. and DiFiori, J. and Sims, L. and Adams, E. and Anderson, D.J. and Merson, M.H. and Ho, D.D. and Grad, Y. and Mack, C.D.",https://www.medrxiv.org/content/10.1101/2022.02.24.22271347v1,,,,"Background: Evaluation of COVID-19 vaccine booster effectiveness is essential as new variants of SARS-CoV-2 emerge. Data support the effectiveness of boosters in preventing severe disease and hospitalization; however, the real-world impact on reducing incident SARS-CoV-2 infections across specific variants is not yet clear. Objectives: Assess the impact of COVID-19 boosters on protection against SARS-CoV-2 infection in a real-world setting from a highly vaccinated (99%) population curated from a linked database with test results, vaccination history, patient demographics, and genomic sequencing information from the National Basketball Association (NBA). Methods: In this population, 1,613 fully vaccinated staff and players (median age 34.5 years, 88% male) who tested at least once between 1 December 2021 and 5 January 2022, were analyzed. Individuals were tested at the time of reporting any symptom, regardless of severity, after known exposure per self-report or contact tracing and/or during enhanced surveillance. Boosted individuals (n=1260) were compared to fully vaccinated and booster eligible individuals (n=162), defined as 2 months post-JNJ-78436735 or 5-months post-second dose of mRNA vaccine. Individuals not yet eligible for a booster and those who recovered from COVID-19 between 1 November and 30 November, 2021 (n=25) were examined in secondary analyses but excluded from the primary comparison. Individuals who were not fully vaccinated (n=27) or who received a booster within 14 days during or prior to the observation period (n=916) were excluded. Results: In this closely monitored population, fully vaccinated booster-eligible individuals were 2.6 times more likely (RR = 2.6, 95% CI: 2.2 to 3.0, p<0.0001) to have a confirmed COVID-19 infection than boosted individuals. Secondary analysis including non-boosted individuals with recent vaccination or recent SARSCoV-2 infection found that non-boosted individuals were at greater risk of infection compared with boosted individuals (RR = 2.1, 95% CI: 1.8 to 2.4, p<0.001). Results were similar when stratified by primary vaccination type with overlapping confidence intervals. No hospitalizations or deaths were observed in this cohort. Genetic sequencing confirmed 93% of infections to be Omicron (among n=330 sequenced). Conclusions: These results highlight the protective benefit of boosters against incident SARS-CoV-19 infection, not only for severe symptoms and death. Assessment of booster effectiveness remains vital for COVID-19 vaccines as new variants of SARS-CoV-2 emerge, as there is still uncertainty around performance in real-world settings. These data are needed to convince the general public that boosters remain effective at preventing in the spread of COVID-19.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1101/2022.02.24.22271347,hospitalization;coronavirus disease 2019;human;nonhuman;adult;controlled study;drug therapy;RNA vaccine;Severe acute respiratory syndrome coronavirus 2;vaccination;female;major clinical study;male;ad26.cov2.s vaccine;prevention;vaccinee;contact examination;SARS coronavirus;secondary analysis;self report;sequence analysis;uncertainty;Vaccination;Vaccines,,,1613
rayyan-866146538,"Effectiveness of a SARS-CoV-2 mRNA vaccine booster dose for prevention of infection, hospitalization or death in two nation-wide nursing home systems",2022,,,medRxiv,,,,,"McConeghy, K.W. and Bardenheier, B. and Huang, A.W. and White, E.M. and Feifer, R.A. and Blackman, C. and Santostefano, C.M. and Lee, Y. and DeVone, F. and Halladay, C.W. and Rudolph, J.L. and Zullo, A.R. and Mor, V. and Gravenstein, S.",https://www.medrxiv.org/content/10.1101/2022.01.25.22269843v1,,,,"Background A SARS-CoV-2 vaccine booster dose has been recommended for all nursing home residents. However, we lack effectiveness data on boosters preventing infection, death and hospitalization in this frail population. Methods We emulated nested target trials in two large nursing home systems in parallel to evaluate the effectiveness of a SARS-CoV-2 mRNA vaccine booster at preventing infection, hospitalization, or death. Residents who completed a 2-dose series of the mRNA vaccine and were eligible for a booster were included in from September 22, 2021 to November 5, 2021. Outcomes were measured through December 18, 2021, including test-confirmed SARS-CoV-2 infection, hospitalization, or death. The vaccine effectiveness at day 42 was estimated with a Kaplan-Meier estimator, both unadjusted and weighted with the inverse probability of treatment. Results The two NH systems were large and multi-state, System 1 included 200 NH (8,538 control and 5,721 boosted residents) and System 2 included 127 NHs (4,100 control and 2,291 boosted residents). Booster vaccination reduced infections by 50.4% (95% Confidence Interval [CI]: 29.4%, 64.7%) SARS-CoV-2 infections in System 1 and 58.2% (32.3%, 77.8%) in System 2. Boosted residents in System 1 also had a 97.3% (86.9%, 100.0%) reduction in SARS-CoV-2 associated death, but too few events for comparison in System 2. Conclusions: During a Delta predominant period, SARS-CoV-2 booster vaccination significantly reduced infection in two U.S. nursing home systems. In the larger System 1 a 97% reduction in SARS-CoV-2 related death was also observed. These findings strongly support administration of vaccine boosters to nursing home residents.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1101/2022.01.25.22269843,"SARS-CoV-2 vaccine;hospitalization;coronavirus disease 2019;human;nonhuman;revaccination;adult;controlled study;RNA vaccine;Severe acute respiratory syndrome coronavirus 2;female;male;resident;clinical trial;prevention;nursing home;Kaplan Meier method;nursing home patient;probability;Nursing Homes;Nurses, Community Health;Vaccination;RNA, Messenger",,,20470
rayyan-866146550,"REACT-1 round 15 final report: Increased breakthrough SARS-CoV-2 infections among adults who had received two doses of vaccine, but booster doses and first doses in children are providing important protection",2021,,,medRxiv,,,,,"Chadeau-Hyam, M. and Eales, O. and Bodinier, B. and Wang, H. and Haw, D. and Whitaker, M. and Walters, C.E. and Jonnerby, J. and Atchison, C. and Diggle, P.J. and Page, A.J. and Ashby, D. and Barclay, W. and Taylor, G. and Cooke, G. and Ward, H. and Darzi, A. and Donnelly, C.A. and Elliott, P.",https://www.medrxiv.org/content/10.1101/2021.12.14.21267806v1,English,,,"Background: It has been nearly a year since the first vaccinations against SARS-CoV-2 were delivered in England. The third wave of COVID-19 in England began in May 2021 as the Delta variant began to outcompete and largely replace other strains. The REal-time Assessment of Community Transmission-1 (REACT-1) series of community surveys for SARS-CoV-2 infection has provided insights into transmission dynamics since May 2020. Round 15 of the REACT-1 study was carried out from 19 October to 5 November 2021. Methods: We estimated prevalence of SARS-CoV2 infection and used multiple logistic regression to analyse associations between SARS-CoV-2 infection in England and demographic and other risk factors, based on RT-PCR results from self-administered throat and nose swabs in over 100,000 participants. We estimated (single-dose) vaccine effectiveness among children aged 12 to 17 years, and among adults compared swab-positivity in people who had received a third (booster) dose with those who had received two vaccine doses. We used splines to analyse time trends in swab-positivity. Results: During mid-October to early-November 2021, weighted prevalence was 1.57% (1.48%, 1.66%) compared to 0.83% (0.76%, 0.89%) in September 2021 (round 14). Weighted prevalence increased between rounds 14 and 15 across most age groups (including older ages, 65 years and over) and regions, with average reproduction number across rounds of R=1.09 (1.08, 1.11). During round 15, there was a fall in prevalence from a maximum around 20-21 October, with an R of 0.76 (0.70, 0.83), reflecting falls in prevalence at ages 17 years and below and 18 to 54 years. School-aged children had the highest weighted prevalence of infection: 4.95% (4.39%, 5.58%) in those aged 5 to 12 years and 5.21% (4.61%, 5.87%) in those aged 13 to 17 years. In multiple logistic regression, age, sex, key worker status and presence of one or more children in the home were associated with swab positivity. There was evidence of heterogeneity between rounds in swab positivity rates among vaccinated individuals at ages 18 to 64 years, and differences in key demographic and other variables between vaccinated and unvaccinated adults at these ages. Vaccine effectiveness against infection in children was estimated to be 56.2% (41.3%, 67.4%) in rounds 13, 14 and 15 combined, adjusted for demographic factors, with a similar estimate obtained for round 15 only. Among adults we found that those who received a third dose of vaccine were less likely to test positive compared to those who received only two vaccine doses, with adjusted odds ratio (OR) =0.38 (0.26, 0.55). Discussion: Swab-positivity was very high at the start of round 15, reaching a maximum around 20 to 21 October 2021, and then falling through late October with an uncertain trend in the last few days of data collection. The observational nature of survey data and the relatively small proportion of unvaccinated adults call into question the comparability of vaccinated and unvaccinated groups at this relatively late stage in the vaccination programme. However, third vaccine doses for eligible adults and the vaccination of children aged 12 years and over are associated with lower infection risk and, thus, remain a high priority (with possible extension to children aged 5-12 years). These should help reduce SARS-CoV-2 transmission during the winter period when healthcare demands typically rise.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1101/2021.12.14.21267806,vaccine;human;nonhuman;adult;controlled study;drug therapy;Severe acute respiratory syndrome coronavirus 2;vaccination;female;major clinical study;male;demography;England;groups by age;risk assessment;polymerase chain reaction;risk factor;infection risk;adolescent;child;community transmission;health care need;nose smear;positivity rate;prevalence;reproduction;school child;throat;winter;worker;Vaccination;Only Child;Child;Vaccines,,,100112
rayyan-866146553,Effectiveness of a third dose of BNT162b2 or mRNA-1273 vaccine for preventing post-vaccination COVID-19 infection: an observational study,2021,,,medRxiv,,,,,"Sharma, A. and Oda, G. and Holodniy, M.",https://www.medrxiv.org/content/10.1101/2021.11.29.21266777v1,English,,,"Background BNT162b2 and mRNA-1273 vaccines are highly protective against COVID-19. Concern about waning immunity and reduced effectiveness against SARS-COV-2 variants led to use of a third dose six months after completing the primary series. We used data from the Veterans Health Administration to evaluate the effectiveness of a third dose of BNT162b2 or mRNA-1273 compared to the primary series in preventing post-vaccination COVID-19. Methods During January 1 - November 25, 2021, third dose recipients were matched (1:1) to demographically similar controls who did not receive a third dose. Eligible participants had completed the primary series at least six months (180 days) before recruitment date and had received at least one SARS-CoV-2 PCR test. Long-term care residents were excluded. Primary outcomes were documented SARS-CoV-2 infection and COVID-19 hospitalization. Effectiveness was estimated as 1-incidence rate ratio. Findings Following matching, the BNT162b2 group included 74,032 pairs and the mRNA-1273 group included 55,098 pairs. In BNT162b2 and mRNA-1273 groups, median age was 72 (interquartile range [IQR]: 64-75) and 72 (IQR: 66-77) years, 69,426 (93.8%) and 52,241 (94.8%) were male, and 43,039 (58.1%) and 37,218 (67.5%) were non-Hispanic White, respectively. Effectiveness of a third dose of BNT162b2 or mRNA-1273 compared to the primary series was 45.7% (95% confidence interval [CI]: 37.9-52.5%) and 46.6% (95% CI: 36.4-55.3%) for documented SARS-CoV-2 infection and 44.8% (95% CI: 26.6-58.4%) and 50.0% (95% CI: 26.2-66.1%) for COVID-19 hospitalization, respectively. Interpretation A third dose of BNT162b2 or mRNA-1273 is moderately effective against post-vaccination COVID-19 infection compared to the primary series.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1101/2021.11.29.21266777,"hospitalization;human;long term care;nonhuman;controlled study;drug therapy;elasomeran;Severe acute respiratory syndrome coronavirus 2;tozinameran;vaccination;aged;female;male;resident;comparative effectiveness;outcome assessment;prevention;observational study;veterans health;polymerase chain reaction;incidence;RNA, Messenger;Vaccination;Vaccines",,,258260
rayyan-918207285,"Effectiveness of Booster and Influenza Vaccines against COVID-19 among Healthcare Workers, Taiwan.",2022,10,,Emerging infectious diseases,1080-6059 (Electronic),28,10,2126-2130,Sim JY and Wu PS and Cheng CF and Chao YC and Yu CH,https://pubmed.ncbi.nlm.nih.gov/36037810/,eng,,United States,"Among previously uninfected healthcare workers in Taiwan, mRNA COVID-19 booster vaccine was associated with lower odds of COVID-19 after primary recombinant vaccine. Symptom-triggered testing revealed that tetravalent influenza vaccine was associated with higher odds of SARS-CoV-2 infection. COVID-19 vaccination continues to be most effective against SARS-CoV-2.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.3201/eid2810.221134,"*COVID-19/epidemiology/prevention & control;COVID-19 Vaccines;Health Personnel;Humans;*Influenza Vaccines;RNA, Messenger;SARS-CoV-2;Taiwan/epidemiology;Influenza Vaccines;Taiwan;Vaccination;Influenza, Human;Vaccines",36037810,PMC9514369,2544
rayyan-918207288,Effectiveness of mRNA-1273 vaccine booster against COVID-19 in immunocompetent adults.,2022,9,22,Clinical infectious diseases : an official publication of the Infectious Diseases           Society of America,1537-6591 (Electronic),,,,Florea A and Sy LS and Qian L and Ackerson BK and Luo Y and Tubert JE and Lee GS and Ku JH and Bruxvoort KJ and Talarico CA and Qiu S and Tian Y and Tseng HF,https://pubmed.ncbi.nlm.nih.gov/36134518/,eng,,United States,"BACKGROUND: A prospective cohort study at Kaiser Permanente Southern California was conducted to evaluate the relative vaccine effectiveness (rVE) of a booster-dose vs. 2-dose primary series of mRNA-1273 in immunocompetent individuals during periods of Delta and Omicron predominance. METHODS: Immunocompetent adults who received a booster dose of mRNA-1273 from October through December 2021 were matched 1:1 to randomly selected 2-dose mRNA-1273 recipients by age, sex, race/ethnicity, and second dose date, and followed up through January 2022. Cox proportional hazards models were used to estimate adjusted hazard ratios (aHR) with 95% confidence intervals (CIs), comparing outcomes (SARS-CoV-2 infection, and COVID-19 hospitalization and hospital death) in the booster-dose and 2-dose groups. Adjusted rVE (%) was calculated as (1-aHR)x100. aHRs and rVEs were also estimated for SARS-CoV-2 infection by subgroups (age, sex, race/ethnicity, history of SARS-CoV-2 infection, pregnancy, chronic diseases), and for SARS-CoV-2 infection and severe COVID-19 disease by month of follow-up. RESULTS: The study included 431,328 booster-dose vaccinated adults matched to 431,328 2-dose vaccinated adults. rVE was 61.3% (95%CI: 60.5-62.2%) against SARS-CoV-2 infection, 89.0% (86.2-91.2%) against COVID-19 hospitalization, and 96.0% (68.0-99.5%) against COVID-19 hospital death. rVE against SARS-CoV-2 infection ranged from 55.6% to 66.7% across all subgroups. rVE against SARS-CoV-2 infection decreased from 67.1% (0-<1 month of follow-up) to 30.5% (2-<3 months). For COVID-19 hospitalization, rVE decreased from 91.2% (0-<1 month) to 78.7% (2-<3 months). CONCLUSIONS: Among immunocompetent adults, the mRNA-1273 booster conferred additional protection against SARS-CoV-2 infection and severe COVID-19 disease compared to the 2-dose mRNA-1273 primary series during periods of Delta and Omicron predominance.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1093/cid/ciac785,"RNA, Messenger;Vaccination;Immunocompetence;Vaccines",36134518,PMC9619452,862656
rayyan-918207289,Effectiveness of COVID-19 Booster on the Risk of Hospitalization Among Medicare Beneficiaries.,2022,10,,Mayo Clinic proceedings,1942-5546 (Electronic),97,10,1780-1793,Mehta HB and Li S and Goodwin JS,https://pubmed.ncbi.nlm.nih.gov/36202492/,eng,,England,"OBJECTIVE: To determine the effectiveness of booster vaccinations on the risk of hospitalization with coronavirus disease 2019 (COVID-19) and how it varies by enrollee characteristics and interval from the initial vaccination to receipt of a booster. PATIENTS AND METHODS: This cohort study used 100% Medicare claims from January 1, 2020, through December 31, 2021, and matched 3,940,475 individuals who received boosters to 3,940,475 controls based on week and type of original COVID-19 vaccine and demographic and clinical characteristics. We compared the association of booster vs no booster with COVID-19 hospitalization using Cox proportional hazards regression models controlling for patient characteristics. We also determined the association of time from original vaccine to booster with COVID-19 hospitalization. RESULTS: Over a maximum of 130 days of follow-up, boosted enrollees had 8.20 (95% CI, 7.81 to 8.60) COVID-19 hospitalizations per million days vs 43.70 (95% CI, 42.79 to 44.64) for controls (81% effectiveness). Effectiveness varied by race, prior hospitalizations, and certain comorbidities, for example, leukemia/lymphoma (53% effectiveness), autoimmune disease (73%), and dementia (73%). Boosters received between 6 and 9 months after original vaccination varied between 81% and 85% effectiveness, while boosters received at 5 to 6 months (62%) or less than 5 months (58%) were less effective. CONCLUSION: Boosters are highly effective in the Medicare population. Approximately 69,225 hospitalizations would be prevented by boosters in the 15 million individuals aged 65 years or older currently not boosted in a period similar to the September 2020 through January 2021 period studied. Boosters provided the greatest benefits if they were received between 6 and 9 months following original vaccinations. However, boosters were associated with substantial decreases in COVID-19 hospitalizations in all categories of enrollees.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1016/j.mayocp.2022.06.029,Aged;*COVID-19/epidemiology/prevention & control;COVID-19 Vaccines/therapeutic use;Cohort Studies;Hospitalization;Humans;*Medicare;United States/epidemiology;Medicare,36202492,PMC9273609,7880950
rayyan-918207294,Effectiveness of the Booster of SARS-CoV-2 Vaccine among Japanese Adolescents: A Cohort Study.,2022,11,12,Vaccines,2076-393X (Print),10,11,,Saito Y and Yamamoto K and Takita M and Kami M and Tsubokura M and Shibuya K,https://pubmed.ncbi.nlm.nih.gov/36423011/,eng,,Switzerland,"Vaccination is effective in preventing COVID-19-related hospitalization among all age groups, but there is limited evidence on the effectiveness of the booster of the SARS-CoV-2 vaccine among adolescents. We analyzed the data on the status of SARS-CoV-2 infection and their vaccination profiles in adolescents aged 13-18 years in Soma city (Fukushima, Japan) (n = 1835) from 14 May to 15 June 2022. The crude incidence rate and 95% confidence interval were calculated with the negative-binomial regression model after classifying the immunization status. The crude effectiveness of a booster administration to prevent infections was estimated as 86.4% (95% confidence interval: 57.2-95.7) when compared with the primary vaccination alone. The results of this study support that the community-based mass vaccination campaign of a booster dose among adolescents has additional protection from COVID-19 during the period of the B.1.1.529 (omicron) variant wave.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.3390/vaccines10111914,Cohort Studies;Adolescent;Vaccination,36423011,PMC9693574,1835
rayyan-918207299,Effectiveness of Second mRNA COVID-19 Booster Vaccine in Immunocompromised Persons and Long-Term Care Facility Residents.,2022,11,,Emerging infectious diseases,1080-6059 (Electronic),28,11,2165-2170,Kim YY and Choe YJ and Kim J and Kim RK and Jang EJ and Park SK and Lim DS and Yi S and Lee S and Kwon GY and Shin JY and Choi SY and Jeong MJ and Park YJ,https://pubmed.ncbi.nlm.nih.gov/36191615/,eng,,United States,"We used a nationwide population registry in South Korea to estimate the effect of a second booster dose of mRNA COVID-19 vaccine on the risk for laboratory-confirmed SARS-CoV-2 infection, critical infection, and death in immunocompromised persons and long-term care facility (LTCF) residents. During February 16-May 7, 2022, among 972,449 eligible persons, 736,439 (75.7%) received a first booster and 236,010 (24.3%) persons received a second booster. Compared with the first booster group, at 30-53 days, the second booster recipients had vaccine effectiveness (VE) against all infections of 22.28% (95% CI 19.35%-25.11%), VE against critical infection of 56.95% (95% CI 29.99%-73.53%), and VE against death of 62.96% (95% CI 34.18%-79.15%). Our findings provide real-world evidence that a second booster dose of mRNA vaccine substantially increases protection against critical infection and death in these high-risk population groups.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.3201/eid2811.220918,"Humans;*COVID-19 Vaccines;Population Groups;RNA, Messenger;*COVID-19/prevention & control;Long-Term Care;SARS-CoV-2/genetics;Vaccination;Vaccines",36191615,PMC9622254,972449
